package_name,title_de,maintainer,maintainer_email,issued,modified,license,keywords_de,snapshot_date
geochemischer-bodenatlas-der-schweiz-vanadium,Geochemischer Bodenatlas der Schweiz: Vanadium,altlasten@bafu.admin.ch,,2023-06-30T00:00:00,,,"boden,umweltanalyse,interpolation,schwermetallbelastung,bodenbelastung,biogeochemie,toxische-metalle,boden,boden,bodenkartierung,bund,bodenqualitat,bgdi-bundesgeodaten-infrastruktur",2026-07-11
tranquillity-map,Tranquillity Map,bnl@bafu.admin.ch,,2021-08-24T00:00:00,,,"naturliche-lebensraume-landschaft-okosysteme,bgdi-bundesgeodaten-infrastruktur,freizeitanlage,grunzone,ruhe",2026-07-11
uberschwemmungsgebiete-aquaprotect-wiederkehrperiode-250-jahre,Überschwemmungsgebiete Aquaprotect: Wiederkehrperiode 250 Jahre,gefahrenpraevention@bafu.admin.ch,,2008-12-18T00:00:00,,,"naturrisikoanalyse,naturgefahr,naturrisiko,gebiete-mit-naturbedingten-risiken,bgdi-bundesgeodaten-infrastruktur",2026-07-11
geochemischer-bodenatlas-der-schweiz-blei,Geochemischer Bodenatlas der Schweiz: Blei,altlasten@bafu.admin.ch,,2023-06-30T00:00:00,,,"boden,boden,schwermetallbelastung,atlas,atlas,toxische-metalle,toxische-metalle,interpolation,interpolation,biogeochemie,biogeochemie,bund,bodenkartierung,bodeneigenschaften,bgdi-bundesgeodaten-infrastruktur",2026-07-11
bilanzgebiete-einzugsgebiete-hades,Bilanzgebiete (Einzugsgebiete) HADES,hydrologie@bafu.admin.ch,,2004-01-01T00:00:00,,,"gewasser,bgdi-bundesgeodaten-infrastruktur,gewiss",2026-07-11
kantonale-und-private-messstationen-hades-5-1-2,Kantonale und private Messstationen (HADES 5.1.2),hydrologie@bafu.admin.ch,,2003-01-01T00:00:00,,,"bgdi-bundesgeodaten-infrastruktur,gewasser,gewiss",2026-07-11
geochemischer-bodenatlas-der-schweiz-cobalt,Geochemischer Bodenatlas der Schweiz: Cobalt,altlasten@bafu.admin.ch,,2023-06-30T00:00:00,,,"boden,boden,schwermetall,toxische-metalle,interpolation,atlas,biogeochemie,bund,bodenkartierung,bgdi-bundesgeodaten-infrastruktur,bodeneigenschaften",2026-07-11
allgemeine-lage-der-fliessgewasser-und-seen,Allgemeine Lage der Fliessgewässer und Seen,hydrologie@bafu.admin.ch,,2014-10-30T00:00:00,,,"gewasser,see,fliessgewasser,hydrologie,bgdi-bundesgeodaten-infrastruktur",2026-07-11
vergleich-von-abfluss-und-pegeldaten-mit-den-gefahrenstufen,Vergleich von Abfluss- und Pegeldaten mit den Gefahrenstufen,hydrologie@bafu.admin.ch,,2014-10-30T00:00:00,,,"see,hydrologie,gewasser,fliessgewasser,bgdi-bundesgeodaten-infrastruktur",2026-07-11
geochemischer-bodenatlas-der-schweiz-antimon,Geochemischer Bodenatlas der Schweiz: Antimon,altlasten@bafu.admin.ch,,2023-06-30T00:00:00,,,"boden,interpolation,atlas,schwermetallbelastung,toxische-metalle,biogeochemie,bodenkartierung,bodeneigenschaften,bund,bgdi-bundesgeodaten-infrastruktur",2026-07-11
monatliche-erosionsrisikokarten-des-schweizer-dauergrunlands-mittlerer-bodenabtrag-in-tonnen-ha10,"Monatliche Erosionsrisikokarten des Schweizer Dauergrünlands, mittlerer Bodenabtrag in Tonnen/(ha*Monat), November",altlasten@bafu.admin.ch,,2019-04-01T00:00:00,2019-06-27T00:00:00,,"bodenerosion,erosion,boden,erosionsschutz,gesundheit-und-sicherheit,atmospharische-bedingungen,bgdi-bundesgeodaten-infrastruktur,e-geoch,aufbewahrungs--und-archivierungsplanung-aap---bund",2026-07-11
uberschwemmungsgebiete-aquaprotect-wiederkehrperiode-500-jahre,Überschwemmungsgebiete Aquaprotect: Wiederkehrperiode 500 Jahre,gefahrenpraevention@bafu.admin.ch,,2008-12-18T00:00:00,,,"naturrisikoanalyse,naturgefahr,naturrisiko,gebiete-mit-naturbedingten-risiken,bgdi-bundesgeodaten-infrastruktur",2026-07-11
mittlere-abflusse-m-s-und-abflussregimetyp-fur-das-gewassernetz-der-schweiz,Mittlere Abflüsse (m³/s) und Abflussregimetyp für das Gewässernetz der Schweiz,hydrologie@bafu.admin.ch,,2000-12-31T00:00:00,,,"wasser,gewasser,bgdi-bundesgeodaten-infrastruktur,gewiss",2026-07-11
hqstat-hochwasserstatistik,HQStat Hochwasserstatistik,hydrologie@bafu.admin.ch,,2014-01-01T00:00:00,,,"gewiss,gewasser,bgdi-bundesgeodaten-infrastruktur",2026-07-11
monatliche-niederschlagserosivitatskarten-r-faktor-der-schweiz-in-mj-mm-ha-h-monat-oktober,"Monatliche Niederschlagserosivitätskarten (R-Faktor) der Schweiz in MJ mm ha⁻¹ h⁻¹ Monat⁻¹, Oktober",altlasten@bafu.admin.ch,,2019-10-02T00:00:00,2020-02-27T00:00:00,,"erosion,niederschlagserhohung,bodenerosion,erosionsschutz,boden,bgdi-bundesgeodaten-infrastruktur,aufbewahrungs--und-archivierungsplanung-aap---bund,e-geoch",2026-07-11
krebspest-nachweis-in-der-schweiz,Krebspest - Nachweis in der Schweiz,wasser@bafu.admin.ch,,2011-01-12T00:00:00,,,"tierkrankheit,artenschutz,fauna,fisch,fischerei,wasser,umweltuberwachung,bgdi-bundesgeodaten-infrastruktur",2026-07-11
messstationen-wassertemperatur,Messstationen Wassertemperatur,hydrologie@bafu.admin.ch,,,2017-10-01T00:00:00,,"umwelt,umweltuberwachung,gesundheit-und-sicherheit,bgdi-bundesgeodaten-infrastruktur",2026-07-11
alpweiden-geschutzt-durch-herdenschutzhunde,Alpweiden geschützt durch Herdenschutzhunde,bnl@bafu.admin.ch,,2020-05-12T01:25:00,2026-05-18T00:00:00,,bgdi-bundesgeodaten-infrastruktur,2026-07-11
nationale-daueruntersuchung-der-schweizerischen-fliessgewasser-naduf-standorte-der-messstatione,Nationale Daueruntersuchung der schweizerischen Fliessgewässer (NADUF) - Standorte der Messstationen,hydrologie@bafu.admin.ch,,,2022-12-07T00:00:00,,"geobasisdaten,gewiss,aufbewahrungs--und-archivierungsplanung-aap---bund,gewasser,bgdi-bundesgeodaten-infrastruktur",2026-07-11
larmbelastung-durch-strassenverkehr-lr_nacht,Lärmbelastung durch Strassenverkehr (Lr_Nacht),noise@bafu.admin.ch,,2009-01-01T00:00:00,2021-12-31T00:00:00,,"aufbewahrungs--und-archivierungsplanung-aap---bund,geobasisdaten,e-geoch,larmimmission,larm,larmpegel,larmbekampfung,verkehrslarm,larmbelastung,larmwirkung,gesundheit-und-sicherheit,bgdi-bundesgeodaten-infrastruktur",2026-07-11
wildtierpassagen,Wildtierpassagen der Schweiz,bnl@bafu.admin.ch,,2023-08-23T00:00:00,,,"wildtier,umwelt,fauna,umweltuberwachung,biotopverbund,bgdi-bundesgeodaten-infrastruktur",2026-07-11
monatliche-erosionsrisikokarten-des-schweizer-dauergrunlands-mittlerer-bodenabtrag-in-tonnen-ha4,"Monatliche Erosionsrisikokarten des Schweizer Dauergrünlands, mittlerer Bodenabtrag in Tonnen/(ha*Monat), Januar",altlasten@bafu.admin.ch,,2019-04-01T00:00:00,2019-06-27T00:00:00,,"bodenerosion,erosion,erosionsschutz,boden,atmospharische-bedingungen,gesundheit-und-sicherheit,bgdi-bundesgeodaten-infrastruktur,aufbewahrungs--und-archivierungsplanung-aap---bund,e-geoch",2026-07-11
wasserverfugbarkeit-im-boden,Wasserverfügbarkeit im Boden (Standortwasserbilanz),wald@bafu.admin.ch,,2019-02-06T00:00:00,2019-02-06T00:00:00,,"aufbewahrungs--und-archivierungsplanung-aap---bund,waldokologie,wald,waldbestand,bgdi-bundesgeodaten-infrastruktur",2026-07-11
klaranlagendatenbank-ara-db-reinigungstyp,Kläranlagendatenbank (ARA-DB) - Reinigungstyp,wasser@bafu.admin.ch,,2014-01-01T00:00:00,,,"gewiss,bgdi-bundesgeodaten-infrastruktur,wasser",2026-07-11
invasive-gebietsfremde-pflanzen-potentialkarte-schmetterlingsstrauch,Invasive gebietsfremde Pflanzen - Potentialkarte Schmetterlingsstrauch,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-07-11
wirtschaftsregionen-lfi,Wirtschaftsregionen LFI,wslinfo@wsl.ch,,,2020-11-16T00:00:00,,"aufbewahrungs--und-archivierungsplanung-aap---bund,geobasisdaten,waldbestand,wald,bgdi-bundesgeodaten-infrastruktur",2026-07-11
perimeter-der-vorhandenen-spektralen-mikrozonierungsstudien,Perimeter der vorhandenen spektralen Mikrozonierungsstudien,gefahrenpraevention@bafu.admin.ch,,2008-01-01T00:00:00,2023-06-09T00:00:00,,"aufbewahrungs--und-archivierungsplanung-aap---bund,erdbeben,gebiete-mit-naturbedingten-risiken,bgdi-bundesgeodaten-infrastruktur",2026-07-11
dokutool-zukunftsbaumarten,DokuTool Zukunftsbaumarten,info@gebirgswald.ch,,2024-11-24T00:00:00,,,"wald,erdbeobachtung,umwelt,wms,schutzwald",2026-07-11
kartierung-der-auengebiete-von-nationaler-bedeutung,Kartierung der Auengebiete von nationaler Bedeutung,bnl@bafu.admin.ch,,1992-01-01T00:00:00,2026-05-01T00:00:00,,"aufbewahrungs--und-archivierungsplanung-aap---bund,e-geoch,umwelt,lebensraume-und-biotope,schutzgebiete,bgdi-bundesgeodaten-infrastruktur",2026-07-11
auengebiete-ausserhalb-bundesinventar,Auengebiete ausserhalb Bundesinventar,bnl@bafu.admin.ch,,,2017-11-01T00:00:00,,"umwelt,lebensraume-und-biotope,schutzgebiete,e-geoch,biodiversitat,bundesinventar,bgdi-bundesgeodaten-infrastruktur,biodiversitat,bundesinventar,lufthygiene",2026-07-11
restwasserkarte-schweiz-wasserentnahme,Restwasserkarte Schweiz: Wasserentnahme,wasser@bafu.admin.ch,,,2004-01-01T00:00:00,,"umwelt,umweltuberwachung,bgdi-bundesgeodaten-infrastruktur,geobasisdaten",2026-07-11
bundesinventar-der-auengebiete-von-nationaler-bedeutung,Bundesinventar der Auengebiete von nationaler Bedeutung,bnl@bafu.admin.ch,,1992-01-01T00:00:00,2017-11-01T00:00:00,,"biodiversitat,e-geoch,aufbewahrungs--und-archivierungsplanung-aap---bund,geobasisdaten,umwelt,schutzgebiete,lebensraume-und-biotope,bgdi-bundesgeodaten-infrastruktur",2026-07-11
invasive-gebietsfremde-pflanzen-potentialkarte-auslauferbildendes-fettkraut,Invasive gebietsfremde Pflanzen - Potentialkarte Ausläuferbildendes Fettkraut,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-07-11
beurteilung-des-biologischen-gewasserzustandes-wasserpflanzen-makrophyten,Beurteilung des biologischen Gewässerzustandes: Wasserpflanzen (Makrophyten),wasser@bafu.admin.ch,,2014-03-26T00:00:00,,,"umwelt,bgdi-bundesgeodaten-infrastruktur,fliessgewasser",2026-07-11
invasive-gebietsfremde-pflanzen-potentialkarte-verlotscher-beifuss,Invasive gebietsfremde Pflanzen - Potentialkarte Verlotscher Beifuss,info@infoflora.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-07-11
hochwasserwarnkarte,Hochwasserwarnkarte,hydrologie@bafu.admin.ch,,2014-11-05T00:00:00,,,"hochwasser,fliessgewasser,hydrologie,see,naturgefahr,gewasser,bgdi-bundesgeodaten-infrastruktur",2026-07-11
beurteilung-des-biologischen-gewasserzustandes-makrozoobenthos,Beurteilung des biologischen Gewässerzustandes: Makrozoobenthos,wasser@bafu.admin.ch,,2014-03-26T00:00:00,,,"umwelt,bgdi-bundesgeodaten-infrastruktur,fliessgewasser",2026-07-11
biogeographische-regionen-der-schweiz-ch,Biogeographische Regionen der Schweiz (CH),bnl@bafu.admin.ch,,2001-01-01T00:00:00,2020-09-01T00:00:00,,"aufbewahrungs--und-archivierungsplanung-aap---bund,fauna,flora,naturschutz,biogeografische-regionen,bgdi-bundesgeodaten-infrastruktur",2026-07-11
topographische-einzugsgebiete-der-schweizer-gewasser-vorfluter,Topographische Einzugsgebiete Schweizer Gewässer: Vorfluterabschnitte,hydrologie@bafu.admin.ch,,2010-07-01T00:00:00,,,"gewassernetz,geobasisdaten,bgdi-bundesgeodaten-infrastruktur",2026-07-11
lebensraumkarte-der-schweiz,Lebensraumkarte der Schweiz (WSL) v1.2,bnl@bafu.admin.ch,,,,,bgdi-bundesgeodaten-infrastruktur,2026-07-11
schutzgebiete-der-zivilen-luftfahrthindernispublikation-jagdbanngebiete,Schutzgebiete der zivilen Luftfahrthindernispublikation - Jagdbanngebiete,bnl@bafu.admin.ch,,,2023-07-01T00:00:00,,"schutzgebiete,luftfahrthindernis,luftfahrt,bgdi-bundesgeodaten-infrastruktur",2026-07-11
vegetationshohenmodell-sentinel-lfi,Vegetationshöhenmodell Sentinel LFI,remotesensing@wsl.ch,,2016-10-31T00:00:00,2026-03-05T00:00:00,,"bgdi-bundesgeodaten-infrastruktur,geobasisdaten,fise-forest-information-system-for-europe,aufbewahrungs--und-archivierungsplanung-aap---bund,wald,waldbestand,bgdi-bundesgeodaten-infrastruktur",2026-07-11
bundesinventar-der-trockenwiesen-und-weiden-von-nationaler-bedeutung-tww,Bundesinventar der Trockenwiesen und -weiden von nationaler Bedeutung (TWW),bnl@bafu.admin.ch,,2020-12-10T00:00:00,2025-12-01T00:00:00,,"aufbewahrungs--und-archivierungsplanung-aap---bund,geobasisdaten,biotop,trockengebiet,inventar,schutzgebiete,lebensraume-und-biotope,bgdi-bundesgeodaten-infrastruktur",2026-07-11
aktuelle-lage-trockenheit-in-der-schweiz,Aktuelle Lage Trockenheit in der Schweiz,hydrologie@bafu.admin.ch,,2024-11-25T00:00:00,,,"landwirtschaft,see,niederschlag,gewasser,hydrologie,fliessgewasser,bgdi-bundesgeodaten-infrastruktur",2026-07-11
monatliche-erosionsrisikokarten-des-schweizer-dauergrunlands-mittlerer-bodenabtrag-in-tonnen-ha9,"Monatliche Erosionsrisikokarten des Schweizer Dauergrünlands, mittlerer Bodenabtrag in Tonnen/(ha*Monat), Juli",altlasten@bafu.admin.ch,,2019-04-01T00:00:00,2019-06-27T00:00:00,,"erosion,erosionsschutz,bodenerosion,boden,gesundheit-und-sicherheit,atmospharische-bedingungen,bgdi-bundesgeodaten-infrastruktur,aufbewahrungs--und-archivierungsplanung-aap---bund,e-geoch",2026-07-11
bundesinventar-der-flachmoore-von-nationaler-bedeutung,Bundesinventar der Flachmoore von nationaler Bedeutung,bnl@bafu.admin.ch,,1994-01-01T00:00:00,2025-12-01T00:00:00,,"geobasisdaten,aufbewahrungs--und-archivierungsplanung-aap---bund,e-geoch,umwelt,schutzgebiete,lebensraume-und-biotope,bgdi-bundesgeodaten-infrastruktur",2026-07-11
invasive-gebietsfremde-pflanzen-potentialkarte-essbare-kermesbeere,Invasive gebietsfremde Pflanzen - Potentialkarte Essbare Kermesbeere,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-07-11
uberschwemmungsgebiete-aquaprotect-wiederkehrperiode-100-jahre,Überschwemmungsgebiete Aquaprotect: Wiederkehrperiode 100 Jahre,gefahrenpraevention@bafu.admin.ch,,2008-12-18T00:00:00,,,"naturgefahr,naturrisikoanalyse,naturrisiko,gebiete-mit-naturbedingten-risiken,bgdi-bundesgeodaten-infrastruktur",2026-07-11
basismessnetz-oberflachengewasser,Basismessnetz Oberflächengewässer,hydrologie@bafu.admin.ch,,,2019-12-31T00:00:00,,"umwelt,umweltuberwachung,bgdi-bundesgeodaten-infrastruktur",2026-07-11
larmbelastung-durch-eisenbahnverkehr-lr_tag,Lärmbelastung durch Eisenbahnverkehr (Lr_Tag),noise@bafu.admin.ch,,2009-01-01T00:00:00,2021-12-31T00:00:00,,"e-geoch,geobasisdaten,aufbewahrungs--und-archivierungsplanung-aap---bund,verkehrslarm,larmpegel,larmimmission,larmbelastung,larmwirkung,larmbekampfung,larm,gesundheit-und-sicherheit,bgdi-bundesgeodaten-infrastruktur",2026-07-11
pro-natura-naturschutzgebiete,Pro Natura Naturschutzgebiete,mailbox@pronatura.ch,,,2026-05-06T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-07-11
schatzung-der-direkten-co-emissionen-aufgrund-des-warmebedarfs-gemass-sia-norm-380-1-2016,Schätzung der direkten CO₂-Emissionen aufgrund des Wärmebedarfs gemäss SIA -Norm 380/1 (2016),gis@bafu.admin.ch,,2022-09-09T00:00:00,,,"umwelt,bgdi-bundesgeodaten-infrastruktur,klima",2026-07-11
thermische-kontinentalitat-auf-1000-m-u-m-im-jahr-periode-1981-2010,"Thermische Kontinentalität auf 1000 m ü. M. im Jahr, Periode 1981-2010",wald@bafu.admin.ch,,2022-03-09T00:00:00,,,"forstwirtschaft,sturmschaden,umweltuberwachung,bgdi-bundesgeodaten-infrastruktur",2026-07-11
einzugsgebietseinheiten-in-karstgebieten,Einzugsgebietseinheiten in Karstgebieten,hydrogeologie@bafu.admin.ch,,2016-03-01T00:00:00,,,"hydrogeologie,umwelt,karstgebiet,quelle,grundwasser",2026-07-11
niederschlagssumme-april-august-periode-2070-2099-szenario-rcp-2-6,"Niederschlagssumme April-August, Periode 2070-2099, Szenario RCP 2.6",wald@bafu.admin.ch,,2022-03-09T00:00:00,,,"forstwirtschaft,sturmschaden,umweltuberwachung,bgdi-bundesgeodaten-infrastruktur",2026-07-11
basisgebiete-einzugsgebiete-hades,Basisgebiete (Einzugsgebiete) HADES,hydrologie@bafu.admin.ch,,2004-01-01T00:00:00,,,"hydrologie,atlas,gewasser,gewiss,bgdi-bundesgeodaten-infrastruktur,wasser",2026-07-11
reliefschattierung-zum-vegetationshohenmodell-sentinel-lfi,Reliefschattierung zum Vegetationshöhenmodell Sentinel LFI,remotesensing@wsl.ch,,2016-10-31T00:00:00,2024-10-31T00:00:00,,"geobasisdaten,aufbewahrungs--und-archivierungsplanung-aap---bund,bgdi-bundesgeodaten-infrastruktur,fise-forest-information-system-for-europe,waldbestand,wald,bgdi-bundesgeodaten-infrastruktur",2026-07-11
mittlere-hochstwerte-des-tagesganges-der-lufttemperatur-im-juli-periode-2070-2099-szenario-rcp-,"Mittlere Höchstwerte des Tagesganges der Lufttemperatur im Juli, Periode 2070-2099, Szenario RCP 8.5",wald@bafu.admin.ch,,2022-03-09T00:00:00,,,"forstwirtschaft,klima,luft-atmosphare,klima,luft-atmosphare,umweltuberwachung,bgdi-bundesgeodaten-infrastruktur",2026-07-11
invasive-gebietsfremde-pflanzen-potentialkarte-grossblutiges-heusenkraut,Invasive gebietsfremde Pflanzen - Potentialkarte Grossblütiges Heusenkraut,altlasten@bafu.admin.ch,,,2015-10-08T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-07-11
relative-luftfeuchtigkeit-im-jahr-periode-1981-2010,"Relative Luftfeuchtigkeit im Jahr, Periode 1981-2010",wald@bafu.admin.ch,,2022-03-09T00:00:00,,,"forstwirtschaft,sturmschaden,umweltuberwachung,bgdi-bundesgeodaten-infrastruktur",2026-07-11
datenbank-geschiebefrachten-bund,Datenbank Geschiebefrachten (Bund),hydrologie@bafu.admin.ch,,2009-01-01T00:00:00,,,"gewasser,wasser,gewiss,bgdi-bundesgeodaten-infrastruktur",2026-07-11
monatliche-niederschlagserosivitatskarten-r-faktor-der-schweiz-in-mj-mm-ha-h-monat-februar,"Monatliche Niederschlagserosivitätskarten (R-Faktor) der Schweiz in MJ mm ha⁻¹ h⁻¹ Monat⁻¹, Februar",altlasten@bafu.admin.ch,,2019-10-02T00:00:00,2020-02-27T00:00:00,,"niederschlagserhohung,bodenerosion,boden,erosionsschutz,erosion,bgdi-bundesgeodaten-infrastruktur,e-geoch,aufbewahrungs--und-archivierungsplanung-aap---bund",2026-07-11
mittlere-abflusse-in-der-zukunft-resultate-aus-dem-projekt-hydro-ch2018,Mittlere Abflüsse in der Zukunft – Resultate aus dem Projekt Hydro-CH2018,hydrologie@bafu.admin.ch,,2021-02-17T00:00:00,,,"umwelt,umweltuberwachung,bgdi-bundesgeodaten-infrastruktur",2026-07-11
fohnhaufigkeit-im-jahr-periode-variabel-maximal-1969-2013,"Föhnhäufigkeit im Jahr, Periode variabel (maximal 1969-2013)",wald@bafu.admin.ch,,2022-03-09T00:00:00,,,"forstwirtschaft,sturmschaden,umweltuberwachung,bgdi-bundesgeodaten-infrastruktur",2026-07-11
topographische-einzugsgebiete-der-schweizer-gewasser-teileinzugsgebiete-40-km,Topographische Einzugsgebiete der Schweizer Gewässer: Teileinzugsgebiete 40 km²,hydrologie@bafu.admin.ch,,2010-07-01T00:00:00,,,"umweltuberwachung,gewassernetz,bgdi-bundesgeodaten-infrastruktur",2026-07-11
invasive-gebietsfremde-pflanzen-potentialkarte-kirschlorbeer,Invasive gebietsfremde Pflanzen - Potentialkarte Kirschlorbeer,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-07-11
topographische-einzugsgebiete-schweizer-gewasser-gebietsauslasse,Topographische Einzugsgebiete Schweizer Gewässer: Gebietsauslässe,hydrologie@bafu.admin.ch,,2010-07-01T00:00:00,,,"gewassernetz,geobasisdaten,bgdi-bundesgeodaten-infrastruktur",2026-07-11
quellen-und-schwinden-in-karstgebieten,Quellen und Schwinden in Karstgebieten,hydrogeologie@bafu.admin.ch,,2016-03-01T00:00:00,,,"grundwasser,quelle,karstgebiet,hydrogeologie,umwelt",2026-07-11
sturmgefahrdung-boenspitzen-mit-wiederkehrperiode-50-jahre,Sturmgefährdung: Böenspitzen mit Wiederkehrperiode 50 Jahre,wald@bafu.admin.ch,,2014-11-07T00:00:00,,,"naturrisikoanalyse,wind,sturm,luftbewegung,naturrisiko,bgdi-bundesgeodaten-infrastruktur",2026-07-11
beurteilung-des-biologischen-gewasserzustandes-fische,Beurteilung des biologischen Gewässerzustandes: Fische,wasser@bafu.admin.ch,,2014-03-26T00:00:00,,,"umwelt,bgdi-bundesgeodaten-infrastruktur,fliessgewasser",2026-07-11
monatliche-niederschlagserosivitatskarten-r-faktor-der-schweiz-in-mj-mm-ha-h-monat-april,"Monatliche Niederschlagserosivitätskarten (R-Faktor) der Schweiz in MJ mm ha⁻¹ h⁻¹ Monat⁻¹, April",altlasten@bafu.admin.ch,,2019-10-02T00:00:00,2020-02-27T00:00:00,,"bodenerosion,niederschlagserhohung,erosionsschutz,erosion,boden,bgdi-bundesgeodaten-infrastruktur,aufbewahrungs--und-archivierungsplanung-aap---bund,e-geoch",2026-07-11
sturmgefahrdung-staudruck-mit-wiederkehrperiode-100-jahre,Sturmgefährdung: Staudruck mit Wiederkehrperiode 100 Jahre,wald@bafu.admin.ch,,2014-11-07T00:00:00,,,"luftbewegung,naturrisikoanalyse,wind,sturm,naturrisiko,bgdi-bundesgeodaten-infrastruktur",2026-07-11
sturmgefahrdung-staudruck-mit-wiederkehrperiode-50-jahre,Sturmgefährdung: Staudruck mit Wiederkehrperiode 50 Jahre,wald@bafu.admin.ch,,2014-11-07T00:00:00,,,"naturrisikoanalyse,luftbewegung,sturm,wind,naturrisiko,bgdi-bundesgeodaten-infrastruktur",2026-07-11
invasive-gebietsfremde-pflanzen-potentialkarte-spatbluhende-goldrute,Invasive gebietsfremde Pflanzen - Potentialkarte Spätblühende Goldrute,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-07-11
waldbrandgefahrenwarnung,Waldbrandgefahrenwarnung,wald@bafu.admin.ch,,2022-11-17T00:00:00,,,"waldbrand,wald,waldbrandverhutung,naturrisiko,bodennutzung,fise-forest-information-system-for-europe,bgdi-bundesgeodaten-infrastruktur",2026-07-11
invasive-gebietsfremde-pflanzen-potentialkarte-chinesische-samtpappel,Invasive gebietsfremde Pflanzen - Potentialkarte Chinesische Samtpappel,info@infoflora.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-07-11
mittlere-hochstwerte-des-tagesganges-der-lufttemperatur-im-juli-periode-1961-1990,"Mittlere Höchstwerte des Tagesganges der Lufttemperatur im Juli, Periode 1961-1990",wald@bafu.admin.ch,,2022-03-09T00:00:00,,,"luft-atmosphare,klima,luft-atmosphare,klima,atmospharische-bedingungen,bgdi-bundesgeodaten-infrastruktur",2026-07-11
schutzwaldregionen-lfi,Schutzwaldregionen LFI,wslinfo@wsl.ch,,,2020-11-16T00:00:00,,"geobasisdaten,aufbewahrungs--und-archivierungsplanung-aap---bund,wald,waldbestand,bgdi-bundesgeodaten-infrastruktur",2026-07-11
schutzgebiete-der-zivilen-luftfahrthindernispublikation-ubrige-schutzgebiete,Schutzgebiete der zivilen Luftfahrthindernispublikation - Übrige Schutzgebiete,bnl@bafu.admin.ch,,,2023-07-01T00:00:00,,"schutzgebiete,luftfahrt,luftfahrthindernis,bgdi-bundesgeodaten-infrastruktur",2026-07-11
monatliche-erosionsrisikokarten-des-schweizer-dauergrunlands-mittlerer-bodenabtrag-in-tonnen-ha5,"Monatliche Erosionsrisikokarten des Schweizer Dauergrünlands, mittlerer Bodenabtrag in Tonnen/(ha*Monat), Juni",altlasten@bafu.admin.ch,,2019-04-01T00:00:00,2019-06-27T00:00:00,,"erosion,bodenerosion,erosionsschutz,boden,gesundheit-und-sicherheit,atmospharische-bedingungen,bgdi-bundesgeodaten-infrastruktur,aufbewahrungs--und-archivierungsplanung-aap---bund,e-geoch",2026-07-11
invasive-gebietsfremde-pflanzen-potentialkarte-topinambur,Invasive gebietsfremde Pflanzen - Potentialkarte Topinambur,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-07-11
karte-der-historischen-erdbeben-in-der-schweiz-und-im-grenznahem-ausland,Karte der historischen Erdbeben in der Schweiz und im grenznahem Ausland,sedweb@sed.ethz.ch,,2011-04-28T00:00:00,,,"erdbeben,katalog,gebiete-mit-naturbedingten-risiken,bgdi-bundesgeodaten-infrastruktur",2026-07-11
produktionsregionen-lfi,Produktionsregionen LFI,wald@bafu.admin.ch,,,2020-11-16T00:00:00,,"geobasisdaten,aufbewahrungs--und-archivierungsplanung-aap---bund,waldbestand,wald,bgdi-bundesgeodaten-infrastruktur",2026-07-11
niederschlagssumme-juni-august-periode-2070-2099-szenario-rcp-8-5,"Niederschlagssumme Juni-August, Periode 2070-2099, Szenario RCP 8.5",wald@bafu.admin.ch,,2022-03-09T00:00:00,,,"forstwirtschaft,sturmschaden,umweltuberwachung,bgdi-bundesgeodaten-infrastruktur",2026-07-11
invasive-gebietsfremde-pflanzen-potentialkarte-nadelkraut,Invasive gebietsfremde Pflanzen - Potentialkarte Nadelkraut,info@infoflora.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-07-11
bundesinventar-der-eidgenossischen-jagdbanngebiete-inkl-routennetz-jagdbanngebiete,Bundesinventar der eidgenössischen Jagdbanngebiete (inkl. Routennetz) - Jagdbanngebiete,bnl@bafu.admin.ch,,1992-01-01T00:00:00,2023-06-15T00:00:00,,"e-geoch,aufbewahrungs--und-archivierungsplanung-aap---bund,geobasisdaten,umwelt,lebensraume-und-biotope,schutzgebiete,bgdi-bundesgeodaten-infrastruktur",2026-07-11
okomorphologie-stufe-f-absturze,Ökomorphologie Stufe F - Abstürze,wasser@bafu.admin.ch,,2013-08-08T00:00:00,,,"vektor,renaturierung,umweltuberwachung,bgdi-bundesgeodaten-infrastruktur,geobasisdaten",2026-07-11
